id,keyword,text,target,RoBERTa,Accuracy,
1129,hostages,"@Deedamai Not a rhaegar fan, but he did leave them at dragonstone. It was aerys who ordered them back to kl so that he could use them as hostages against dorne",0,0,1,
1130,hostages,The abductors made several of their hostages to contact their parents and let them know that they were alive. Meanwâ€¦ https://t.co/OqVymoVoRv,1,1,1,
1131,hostages,"O Lord, please protect the 40 seminarians who were taken hostages in Nigeria! Praying too that none were killed when thâ€¦",1,1,1,
1132,hostages,"My colourised footage of the British PathÃ© film ""Guerilla Warfare In Ireland (1922)"" which shows the treatment of hostagesâ€¦",1,1,1,
1133,hostages,MASTER SYSTEM MONDAY: CHOPLIFTER In 1986 Sega pilots went behind enemy lines in order to rescue hostages in prisoner ofâ€¦,1,1,1,
1134,hostages,"@Cathy_Donelson @IanOCon83817281 @hwinkler4real Actually that would appear to be a protest.  You may want to read Art III, Section 3, Clause 1, to understand treason.  And before you foolishly call it insurrection, no firearms, no hostages, no attempted takeover of government.  Protesting is essentially a right.",0,1,0,
1135,hostages,"World Cup Today USAðŸ‡ºðŸ‡¸ vs. IRANðŸ‡®ðŸ‡·   Football is all about fair play &amp; respect.This concept is alien to the Iranian regime who never learned the rules of the ""game.""  @StateSPEHA,get our hostages back &amp; level the playing field!  Emad Sharghi Morad Tahbaz Siamak Namazi Shahab Dalili  https://t.co/DyZe9af3G6",0,0,1,
1136,hurricane,where the Hurricane come from into the Gulf haha,0,1,0,
1137,hurricane,Rookie no named goalie against the Pens tonight? Bet the house on a Hurricanes shutout and the over on saves ðŸ˜‚,0,0,1,
1138,hurricane,FATHEAD NCAA Miami Hurricanes Miami Hurricanes: Sebastian MascotOfficially Licensed Removable Wall Decal QCKFTDV   https://t.co/n54WARmDYp  https://t.co/hmPV0qXdPP,0,0,1,
1139,hurricane,Hurricanesâ€™ Kochetkov Making Case For Starter Job  https://t.co/329mceEmDU,0,0,1,
1140,hurricane,"A powerful North Atlantic windstorm with violent hurricane-force winds and major waves, smashing the huge cliffs on thâ€¦",1,1,1,
1141,hurricane,"Public art, protest art and resistance in Puerto Rico after the hurricane and #veranodel2019 https://t.co/yjdCr0WGH1",1,1,1,
1142,hurricane,"#USA: Given the vulnerabilities of #PuertoRicoâ€™s electric grid after Hurricane Maria, the EDF says there is an urgeâ€¦ https://t.co/eCV6xOjULQ",1,1,1,
1143,hurricane,Hurricane Recovery for Forest and Conservation Nurseries | via https://t.co/L008wXTTjL #agchat,1,1,1,
1144,hurricane,Jill the squirrel can't be without her teddy bear following rescue from a hurricane. Traumatized humans deserve the same câ€¦,1,1,1,
1145,hurricane,"In the wake of Hurricane Harvey, grew its volunteer base from 8 to over 83,000 to rebuild Houston -- uâ€¦ https://t.co/Q5KCyXoYIq",1,1,1,
1146,injured,"Given the circumstances right now with Melo being injured, Iâ€™m going with Hali. Hali been balling lately not gonna lie.",0,0,1,
1147,injured,"ÅÃ“DÅ¹ (photo montage)  This collection of David Lynch's photography lasts for seven minutes, and is notably scored by a soundscape of wind, dial tones and similar sounds.  It also features a very short narration from Lynch himself, concerning an old man with an injured eye...  https://t.co/pjXhRHLaXU",0,0,1,
1148,injured,I justâ€¦when does the mortal fear of being Jewish in public ever end?  Do I wear my Hanukkah sweater today for a holiday rehearsal?  Or will it get me injured?,0,0,1,
1149,injured,"@FantasyInjuryT Oh and I also have Etienne, do you know if itâ€™s the same foot he injured last year?",0,0,1,
1150,injured,"Overall death toll of 669; 25,000 injured since the Iraqi Protests started, according to This is insane!",1,1,1,
1151,injured,"The occupants, a female, two males and a baby, were awoken by two loud bangs. No one was injured. ATO deployed to sâ€¦ https://t.co/JkV3Y9EmWf",1,1,1,
1152,injured,"School bus attacked with crude bombs in Uttar Pradesh&amp;#039;s Prayagraj, 2 students injured https://t.co/3NZ3bJkbMl",1,1,1,
1153,injured,Delhi: A delegation of top human rights body will interact with Jamia students injured in the December 15 violence. More on httâ€¦,1,1,1,
1154,injured,"Lovren, Shaqiri, Keita have all been injured at certain points and their replacements have come in anâ€¦ https://t.co/KCZeH521Gj",0,0,1,
1155,injured,"BREAKING: Huge sinkhole swallows bus in northwest China; at least 6 dead, 16 injured, and 4 missing https://t.co/m12xBPxruu",1,1,1,
1156,injuries,I'm  with Stephen A. The ball was suppose to be in LeBron hands to set up AD.. And AD wants to be that man right? well damn it be that beast and demand that ball and clse the game out and fu** them injuries cse if LeBron was hurt and tired put his ass on the bnch and let Matt in.,0,0,1,
1157,injuries,@KaiserKreamy @barstoolsports And BTW head injuries are cumulative which means they add up. It takes less trauma to do more harm. So getting a concussion in back-to-back games is ummm not good. lol,0,0,1,
1158,injuries,Iâ€™m hoping he didnâ€™t rub his injuries rather than the footballing skills,0,0,1,
1159,injuries,Matt Eberflus on overcoming injuries | Coaches Show Podcast | Chicago Bears #BearsFootball #BearsTalk #DaBears #BearDown #BearsFans  https://t.co/ccf5qx7ipw,0,0,1,
1160,injuries,Pedestrian left with life-changing injuries following Oxshott collision - can you help? https://t.co/MEH49oeEGA,1,1,1,
1161,injuries,"Report recieved of a 9 vehicle RTC on M66 between jct 2 and 3, No reports of any injuries, but 2 lanes blocked â€¦",1,1,1,
1162,injuries,Two cruciate ligament injuries in one game. A bad day for young Serie A stars ðŸ˜¢ https://t.co/HgwtnwawcV,0,0,1,
1163,injuries,â€¢ 29 injuries to 16 players. And that was only until Jan. 2 more injuries to Benzema &amp; Bale. â€¢ Squad void of motivationâ€¦,0,0,1,
1164,injuries,"RT from Jalopnik Michigan's 75 mph speed limit has lead to more speeding, crashes, and injuries: report https://t.co/IpldR3hs4c",1,1,1,
1165,injuries,North East Wales Search and Rescue lower mountain biker with multiple injuries 100m down muddy forest slope to safeâ€¦ https://t.co/m1O2RwC7xu,1,1,1,
1166,injury,@JHomie__ @truecreator126 @FoxTownley I never said it was easy to come back from. Askrenâ€™s injury was career ending. Danisâ€™s was not.,0,0,1,
1167,injury,"@genesimmons As ""an enemy""  I will never support you, any of your products or anything you endorse. I'm 100% protected against vaxx injury and 98.9% to survive covid ( which I did without ANY ""long""covid)",0,0,1,
1168,injury,For pain/injury in general too,0,0,1,
1169,injury,@ColeJacksonFB Twitter post-loss is a hellscape. I almost always only look at the press conference videos and injury reports from practice. People are (understandably) emotional but I just donâ€™t want to think about it before my flight to bmore on Saturday,0,0,1,
1170,injury,"Pogba, McTominay, Lingard, Shaw - Manchester United injury news latest and expected return dates https://t.co/AQlH3mi7fN",0,0,1,
1171,injury,"With two years left on his current contract at Manchester City, Jone Stones' season has been plagued with injury anâ€¦ https://t.co/VndpcdKzkm",0,0,1,
1172,injury,The little girl suffered a brain hemorrhage from a nonaccidental traumatic head injury. https://t.co/ezQgMOYhZo,1,1,1,
1173,injury,Horrible news about mose masoe. Does anybody know the extent of the injury? Hoping for a speedy recovery for the big man,0,0,1,
1174,injury,Anybody got a status update on Dale Dabone? He had a pretty serious injury not too long ago. Hope he's on the mend.,0,0,1,
1175,injury,@GMwanttobe Finally some good news on the injury front.,0,0,1,
1176,inundated,"@theuncannyallie what's really irritating is that it's not even apples and oranges - it's ""starving people are excited about crumbs and share their love with each other"" versus ""people who are literally inundated with any hetero pairing their want and societal acceptance are spoilt for choice.""",0,0,1,
1177,inundated,@jaubin1969 My apologies. I mis read the tweet. I've been inundated with leftist trolls lately.,0,0,1,
1178,inundated,@joeboutte @bevictoryus The real ones will actually be on their clipboards passing carbon copies and too inundated w volume   (*trying* to do better but not being able to win buy in from leadership),0,0,1,
1179,inundated,"â€œWhen Title 42 ends we are going to see an already broken immigration system become completely inundated across all sectors. There will be no choice but to prioritize administrative/detainee functions over actual enforcement,â€ said one Border Patrol agent.  https://t.co/0iYruND1Om",0,0,1,
1180,inundated,"FLOOD WARNING! Vehicles, U-haul inundated by flood waters off Mud Creek in Hendersonville, NC!â€¦ https://t.co/XcCqplcUfw",1,1,1,
1181,inundated,Climate crisis? We need to focus on the oceans that are inundated with garbage. That real Bâ€¦ https://t.co/8ao3xbo5II,1,1,1,
1182,inundated,Several hundred homes in Cirebon inundated https://t.co/zkwRmVMg4A,1,1,1,
1183,inundated,The extent of 2020 #flood in #Chabahar County southwest of #Iran mapped by cloud-free Sentinel-2 data. Several villages stillâ€¦,1,1,1,
1184,inundated,@bklynb4by Careful cause then that gets inundated so quickâ€¦ Iâ€™m paying for the 2tb now ðŸ’€,0,0,1,
1185,inundated,"Has anyone else noticed all the Thirsty accounts that are starting to randomly follow U?  I mean donâ€™t get me wrong, I love the beautiful female form as much as the next guy, but I am getting inundated with follows like: Would U F&amp;*K me if I send U nudes!!  WTF is that?",0,0,1,
1186,inundation,"@TorontoStar So the bar is set. If a petition gets 10,000 signatures for council to resign, presumably they will happy and unanimously do that. Somehow I doubt that. Less than 2% now constitutes a majority and inundation apparently! This is undemocraticâ€¦..",0,0,1,
1187,inundation,"And one more since it's #rayverse Day 28 of #30DayMapChallenge. ðŸ˜‹ The inundation zones of Mauna Loa, Hawai'i.  #rayshader adventures, an #rstats tale  https://t.co/x3uACdpvVm",0,1,0,
1188,inundation,"The world's largest volcano, Mauna Loa, continues to erupt from its Northeast Rift Zone.  While no people are in inundation zones at this time, air travel is being impacted to/from Hawaii today:  https://t.co/9BZdwk3SHD #MaunaLoaVolcano #HIwx",1,1,1,
1189,inundation,@ROOTS I love your sweatshirts but can there be an option to not get daily emails? Like there should be a choice for once a week or once a month marketing emails from #ROOTS instead of a daily inundation. Help?,0,0,1,
1190,inundation,#StormBrendan weather may combine with high spring tides to cause coastal flooding inundation and wave overtoppingâ€¦ https://t.co/LAUj7ZRhdQ,1,1,1,
1191,inundation,"#StormBrendan There is a risk of coastal flooding/storm damage including wave overtopping, inundation &amp; erosion of sofâ€¦",1,1,1,
1192,inundation,Happening in 253C #AMS2020 Flood inundation mapping for Texas. Improved information representation for emergency Managementâ€¦,1,1,1,
1193,inundation,"I think one of the most necessary skills to develop going into the future is sifting through information. To be able to see and know what is real/accurate/true and what is fake/incorrect/false. With inundation of information the ability to have understanding, insight and wisdom.",0,0,1,
1194,inundation,"We can't be blind to the different impacts that are visible to our eyes how dangerous has become those effects in the world where sea,the dry ðŸ˜³ and the inundation have been visible in the later years,making people to move to other locations  https://t.co/oNU0Nzaft4",0,1,0,
1195,inundation,@streamside1070 @hollley 1) Grace is suggesting something far more imaginative than what exists. You are not grasping that.  2) (Public subsidies already invested) + (public subsidies necessary to save Seaport from inundation thanks to reckless decisions) puts into question your claim re. economics.,0,0,1,
1196,landslide,"@w_terrence Desantis has them both by landslide, real red leadership I fear",0,0,1,
1197,landslide,"Survivor of Italian landslide that killed 8, left four missing describes â€˜thunderous roarâ€™  https://t.co/ZYAvR8P4jP",1,1,1,
1198,landslide,@MSzafranski413 I'm hoping John James wins re election in a landslide,0,0,1,
1199,landslide,@BrianGriffo But is this real life? Or is it just fantasy? Caught up in a landslide  No scape to reality?,0,0,1,
1200,landslide,why climb to such a mad height ?  gone only to fall like a meteor â”€ white light beneath a landslide .,0,0,1,
1201,landslide,"Death toll jumps to 35 across Pakistan as rain triggers landslide, avalanches https://t.co/OyPtvd0Ewj",1,1,1,
1202,landslide,@AsadJMalik I do agree however leveraging an open market to charge developers a straight up 30% tax is uncalled for especially when youâ€™re winning the revenue share in other areas by a landslide.   Restrictive &amp; gatekeeping in my opinion.,0,0,1,
